Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização
18,Feminino,1,5.6,97.8%,Não,Falta de Apoio Familiar,3213,Rural
16,Masculino,3,8.1,55.8%,Não,0,3031,Urbana
17,Feminino,3,5.8,66.2%,Sim,Falta de Interesse,3944,Urbana
19,Masculino,2,9.5,95.6%,Não,0,2104,Rural
15,Feminino,3,9.1,60.7%,Sim,0,4691,Rural
15,Masculino,3,6.3,92.1%,Não,Outros,2459,Urbana
14,Masculino,1,5.6,70.4%,Sim,0,2629,Urbana
18,Feminino,1,9.2,88.2%,Sim,0,4219,Urbana
14,Masculino,1,6.9,92.4%,Sim,0,1568,Urbana
15,Masculino,3,8.0,77.7%,Sim,0,4620,Urbana
14,Masculino,2,5.4,73.6%,Não,0,3373,Rural
16,Masculino,2,8.9,52.5%,Não,Falta de Apoio Familiar,2189,Urbana
14,Masculino,3,7.6,75.3%,Sim,Falta de Interesse,2771,Rural
17,Feminino,2,5.6,74.6%,Não,Problemas Financeiros,2053,Rural
17,Masculino,1,9.4,91.3%,Sim,Falta de Interesse,1144,Urbana
16,Masculino,3,9.0,66.6%,Não,Outros,4259,Rural
18,Masculino,1,6.9,79.5%,Sim,Falta de Apoio Familiar,3370,Urbana
16,Masculino,3,7.4,71.2%,Sim,0,2280,Rural
18,Masculino,1,5.9,67.4%,Não,0,2900,Urbana
16,Feminino,3,5.1,63.1%,Não,Falta de Apoio Escolar,3937,Urbana
18,Masculino,3,8.7,61.6%,Sim,Problemas Familiares,2145,Urbana
18,Masculino,2,6.8,63.1%,Sim,Falta de Apoio Escolar,3087,Urbana
18,Masculino,2,7.4,94.4%,Não,0,1692,Rural
17,Feminino,2,9.6,52.5%,Não,0,4844,Urbana
14,Masculino,2,7.1,87.3%,Sim,0,1386,Rural
15,Feminino,3,5.7,91.4%,Sim,Problemas de Saúde,2641,Urbana
15,Masculino,2,5.4,53.3%,Sim,Outros,3838,Rural
14,Masculino,1,6.7,59.4%,Sim,Problemas de Saúde,4857,Rural
18,Feminino,3,9.2,82.3%,Sim,0,882,Urbana
19,Feminino,1,6.4,75.5%,Sim,Falta de Interesse,2584,Rural
19,Masculino,3,7.7,78.7%,Sim,0,4180,Rural
15,Masculino,3,9.1,52.1%,Sim,0,816,Rural
16,Feminino,2,9.0,93.1%,Não,Falta de Interesse,4189,Urbana
19,Masculino,2,5.3,90.9%,Sim,Falta de Apoio Escolar,1440,Urbana
19,Feminino,1,5.7,84.0%,Não,0,4640,Rural
15,Masculino,3,5.8,64.7%,Não,0,4794,Rural
18,Masculino,1,9.0,94.5%,Sim,0,2438,Urbana
14,Feminino,3,7.6,54.3%,Não,0,2782,Rural
18,Feminino,2,6.4,58.4%,Não,0,3673,Rural
19,Feminino,2,9.8,65.6%,Não,Outros,1610,Rural
18,Feminino,1,7.4,88.4%,Sim,Problemas de Saúde,4576,Rural
18,Masculino,3,9.5,89.3%,Sim,0,3599,Urbana
19,Feminino,1,8.7,85.5%,Sim,Falta de Interesse,4253,Urbana
16,Feminino,2,6.4,86.1%,Sim,Outros,2194,Urbana
15,Masculino,3,8.6,91.9%,Sim,Problemas Financeiros,2701,Urbana
19,Feminino,1,6.4,85.9%,Sim,Outros,1183,Rural
15,Feminino,1,6.9,80.5%,Não,Falta de Apoio Familiar,3366,Urbana
14,Feminino,1,7.9,84.6%,Sim,0,4227,Rural
15,Feminino,1,5.5,88.0%,Não,0,3045,Urbana
16,Masculino,2,9.1,72.4%,Não,0,2806,Urbana
19,Feminino,3,5.7,57.5%,Sim,0,1736,Rural
15,Masculino,2,6.6,93.8%,Não,0,1140,Urbana
16,Feminino,3,7.0,53.5%,Sim,Falta de Interesse,3631,Urbana
18,Feminino,3,5.4,99.7%,Não,Problemas de Saúde,3742,Urbana
14,Feminino,2,5.2,87.8%,Sim,0,3933,Rural
16,Feminino,1,5.4,93.1%,Não,0,4599,Rural
17,Masculino,3,6.5,61.0%,Sim,0,3782,Rural
15,Masculino,1,9.5,51.0%,Não,0,2690,Urbana
16,Feminino,2,9.1,86.7%,Sim,0,3700,Urbana
18,Masculino,2,6.2,64.4%,Sim,0,1664,Urbana
19,Feminino,1,6.0,94.9%,Sim,Outros,3082,Rural
15,Masculino,1,7.6,91.2%,Sim,0,2541,Urbana
14,Feminino,3,8.7,62.0%,Sim,Problemas de Saúde,3631,Rural
18,Feminino,3,7.3,53.0%,Não,Falta de Apoio Familiar,2038,Rural
18,Masculino,3,8.0,80.3%,Sim,0,3543,Rural
17,Feminino,3,6.8,95.5%,Não,0,1216,Rural
14,Feminino,2,8.7,65.0%,Sim,Falta de Apoio Escolar,1086,Rural
19,Feminino,2,9.4,82.4%,Sim,Problemas de Saúde,3626,Rural
17,Masculino,2,7.7,75.5%,Não,0,850,Urbana
18,Feminino,2,7.0,92.2%,Sim,0,1977,Rural
17,Masculino,3,5.7,58.7%,Sim,0,4916,Urbana
18,Feminino,2,9.9,97.5%,Não,Problemas de Saúde,2414,Urbana
17,Masculino,1,5.6,85.9%,Sim,0,3266,Urbana
17,Masculino,3,6.2,88.6%,Sim,0,820,Rural
19,Feminino,2,9.1,66.5%,Não,Problemas Financeiros,2816,Rural
18,Masculino,3,5.4,96.9%,Não,Outros,3815,Rural
14,Masculino,2,6.5,93.0%,Não,Problemas de Saúde,1325,Rural
14,Feminino,1,9.4,80.9%,Sim,Outros,1960,Urbana
14,Masculino,2,5.8,81.8%,Sim,Falta de Interesse,4374,Urbana
15,Masculino,3,5.4,98.9%,Não,0,2421,Rural
16,Feminino,2,5.8,63.3%,Sim,0,2890,Urbana
14,Feminino,3,9.1,78.7%,Sim,0,3652,Rural
18,Feminino,2,7.6,81.0%,Não,0,1799,Rural
17,Feminino,3,7.2,79.1%,Sim,Falta de Apoio Escolar,3861,Urbana
16,Masculino,1,5.4,97.9%,Não,0,3161,Urbana
19,Masculino,1,7.7,63.2%,Sim,Falta de Apoio Escolar,1487,Urbana
14,Masculino,2,8.7,66.2%,Sim,0,3171,Rural
19,Masculino,2,6.4,89.2%,Não,Problemas Financeiros,4506,Rural
19,Masculino,2,7.7,95.7%,Não,0,2881,Urbana
15,Masculino,3,8.0,96.9%,Sim,0,2135,Urbana
18,Feminino,1,7.9,62.1%,Sim,0,4447,Rural
16,Masculino,3,8.0,51.7%,Não,Falta de Apoio Familiar,3106,Rural
15,Feminino,1,5.5,54.2%,Sim,0,1623,Rural
16,Masculino,3,7.4,53.9%,Sim,0,4363,Rural
15,Feminino,3,8.7,60.4%,Sim,Falta de Interesse,1868,Rural
14,Masculino,2,9.9,59.8%,Não,Problemas de Saúde,2693,Urbana
17,Masculino,3,9.4,58.4%,Sim,0,2242,Urbana
19,Masculino,1,8.3,90.7%,Sim,0,4675,Rural
17,Feminino,1,8.4,79.1%,Não,Outros,3659,Rural
15,Feminino,3,7.9,54.4%,Não,0,1641,Urbana
19,Feminino,2,5.4,64.8%,Sim,0,1502,Urbana
14,Feminino,1,8.0,65.3%,Não,Problemas de Saúde,1401,Rural
16,Feminino,1,7.5,68.2%,Não,Falta de Interesse,3183,Urbana
15,Feminino,2,6.4,95.3%,Sim,Falta de Apoio Familiar,4185,Rural
16,Masculino,1,6.6,78.7%,Não,Outros,3886,Rural
19,Masculino,2,9.7,74.4%,Não,0,1398,Rural
17,Masculino,1,7.2,68.9%,Não,0,3527,Urbana
16,Masculino,3,5.5,76.1%,Não,0,1539,Rural
19,Masculino,3,9.0,92.7%,Sim,0,1560,Urbana
15,Masculino,1,9.7,84.3%,Sim,0,3843,Rural
14,Feminino,1,6.8,69.1%,Não,Problemas Familiares,4002,Urbana
18,Masculino,2,7.7,58.2%,Sim,Problemas Financeiros,3502,Urbana
14,Masculino,1,9.3,96.9%,Sim,0,2878,Urbana
15,Masculino,2,8.9,84.9%,Sim,0,4778,Rural
17,Feminino,2,5.5,99.0%,Não,Outros,3221,Rural
15,Masculino,2,5.2,94.5%,Não,Problemas Familiares,4948,Urbana
18,Masculino,3,5.2,73.1%,Sim,Outros,1573,Urbana
16,Masculino,3,6.1,86.3%,Não,0,3341,Rural
15,Feminino,1,8.9,90.2%,Não,0,4851,Urbana
14,Feminino,3,9.2,61.5%,Sim,0,4345,Urbana
15,Masculino,2,9.8,69.2%,Não,Falta de Apoio Escolar,2334,Rural
16,Feminino,1,7.3,81.4%,Não,0,3291,Urbana
19,Masculino,1,5.7,61.8%,Não,0,2587,Urbana
19,Feminino,3,6.0,89.0%,Não,0,3844,Urbana
18,Masculino,2,8.0,63.6%,Sim,0,1982,Rural
16,Feminino,2,9.7,59.8%,Não,Problemas Financeiros,1297,Urbana
19,Masculino,3,7.7,91.4%,Não,Problemas Familiares,2973,Rural
18,Feminino,3,9.0,85.9%,Sim,0,3613,Urbana
14,Feminino,2,5.9,66.0%,Não,Problemas de Saúde,3508,Rural
18,Feminino,1,8.8,75.9%,Não,0,3036,Urbana
15,Masculino,3,8.6,96.7%,Sim,0,1122,Rural
16,Feminino,3,5.9,81.9%,Não,0,1365,Urbana
15,Masculino,3,8.2,83.8%,Sim,0,3379,Rural
14,Masculino,1,5.1,89.0%,Não,0,2704,Urbana
14,Masculino,1,7.9,91.8%,Sim,0,4238,Urbana
17,Masculino,2,5.2,63.3%,Não,Falta de Apoio Familiar,3200,Rural
18,Masculino,2,9.0,80.2%,Não,0,805,Urbana
18,Feminino,3,6.3,53.9%,Não,Falta de Apoio Escolar,3724,Rural
15,Feminino,2,5.3,53.0%,Sim,0,1440,Urbana
14,Masculino,3,5.5,60.4%,Não,0,3372,Rural
19,Feminino,2,9.2,59.4%,Não,0,3266,Rural
19,Masculino,2,7.6,79.1%,Sim,0,4830,Rural
16,Masculino,1,9.9,91.6%,Sim,Problemas Financeiros,4931,Rural
15,Feminino,1,5.8,86.7%,Não,Problemas Familiares,1631,Rural
16,Feminino,1,8.6,66.4%,Sim,0,2558,Rural
15,Feminino,1,9.1,99.5%,Não,Problemas de Saúde,2052,Rural
14,Feminino,1,7.8,69.1%,Sim,Problemas Financeiros,3842,Rural
16,Feminino,1,6.7,55.5%,Sim,Problemas Familiares,3831,Urbana
16,Masculino,2,6.4,75.1%,Sim,0,4499,Rural
14,Feminino,3,7.6,88.9%,Sim,0,2678,Rural
18,Feminino,3,9.7,67.0%,Sim,0,1443,Rural
17,Feminino,3,9.6,52.3%,Sim,0,4904,Rural
14,Masculino,3,6.7,80.0%,Não,0,4457,Rural
15,Feminino,2,7.9,63.1%,Sim,0,3430,Urbana
16,Feminino,1,8.5,73.4%,Não,Problemas de Saúde,1873,Rural
17,Masculino,1,7.3,65.7%,Não,Problemas Financeiros,3971,Rural
14,Masculino,3,6.7,97.3%,Sim,0,2036,Urbana
17,Masculino,1,5.0,83.8%,Sim,0,2657,Rural
17,Masculino,1,5.7,83.4%,Não,0,823,Urbana
17,Feminino,1,5.4,83.1%,Sim,0,3439,Rural
17,Feminino,1,7.7,61.0%,Sim,0,884,Rural
17,Masculino,3,5.8,88.5%,Sim,0,1019,Rural
19,Feminino,3,8.5,53.4%,Sim,0,4151,Urbana
14,Feminino,2,8.7,95.8%,Sim,Problemas Familiares,4150,Rural
14,Masculino,1,9.6,76.8%,Não,0,3041,Rural
14,Masculino,1,6.1,73.8%,Sim,0,4646,Urbana
18,Feminino,3,8.7,56.8%,Sim,0,3746,Urbana
18,Feminino,2,9.3,95.0%,Não,0,2838,Rural
18,Feminino,3,8.6,51.7%,Sim,Falta de Interesse,2807,Rural
14,Feminino,1,9.6,65.6%,Sim,0,1840,Rural
18,Masculino,1,9.2,69.3%,Sim,0,3407,Urbana
19,Feminino,3,8.2,86.8%,Não,0,4943,Rural
14,Feminino,1,9.3,87.9%,Não,Falta de Apoio Escolar,2022,Urbana
18,Masculino,2,7.4,60.9%,Sim,0,3977,Rural
16,Masculino,2,5.6,58.5%,Sim,0,4908,Rural
15,Feminino,2,5.7,71.8%,Sim,Outros,4152,Rural
14,Feminino,3,5.1,72.6%,Sim,Problemas Familiares,4993,Urbana
17,Masculino,2,6.4,99.9%,Sim,Problemas de Saúde,2370,Rural
18,Masculino,1,6.2,68.8%,Sim,0,3846,Rural
18,Masculino,3,8.1,65.8%,Sim,0,2065,Urbana
14,Masculino,2,7.0,99.6%,Sim,0,2785,Urbana
15,Feminino,1,5.8,80.5%,Sim,0,1052,Rural
17,Masculino,3,9.4,88.1%,Não,0,3956,Urbana
18,Masculino,1,5.8,51.5%,Sim,0,4703,Rural
14,Feminino,3,5.2,96.5%,Não,0,3969,Urbana
14,Feminino,2,7.7,53.9%,Não,0,1792,Rural
14,Feminino,1,8.8,97.4%,Sim,0,3874,Rural
19,Masculino,3,5.5,92.5%,Sim,0,4423,Rural
17,Feminino,2,9.8,58.7%,Sim,Problemas de Saúde,4638,Rural
16,Masculino,3,8.8,57.0%,Sim,Falta de Interesse,1077,Rural
14,Feminino,1,8.0,52.6%,Sim,0,4049,Urbana
18,Masculino,1,7.7,58.9%,Não,0,4356,Urbana
15,Feminino,2,7.5,65.8%,Sim,Falta de Apoio Familiar,3926,Urbana
17,Feminino,3,5.6,74.1%,Não,Outros,3514,Urbana
19,Feminino,2,7.2,81.4%,Não,Falta de Apoio Familiar,4596,Rural
16,Feminino,2,6.8,69.4%,Não,Problemas Familiares,3431,Urbana
14,Feminino,2,9.7,72.2%,Não,Problemas de Saúde,933,Rural
19,Masculino,2,8.5,82.5%,Sim,0,945,Rural
16,Masculino,2,8.3,65.1%,Não,Falta de Interesse,3389,Rural
18,Feminino,1,7.6,58.9%,Não,Falta de Apoio Escolar,2954,Rural
17,Masculino,3,8.6,79.2%,Não,0,2597,Rural
14,Feminino,3,8.7,95.7%,Não,Falta de Apoio Escolar,4860,Rural
14,Feminino,2,5.7,93.6%,Sim,Falta de Apoio Familiar,4030,Rural
19,Masculino,2,8.4,60.4%,Não,0,1106,Rural
19,Masculino,2,9.8,89.2%,Não,0,4385,Urbana
17,Feminino,2,6.5,95.2%,Não,0,3614,Rural
16,Masculino,3,9.5,89.6%,Sim,0,2427,Urbana
17,Feminino,1,5.1,84.9%,Sim,0,4801,Urbana
16,Masculino,1,6.3,96.7%,Sim,0,4504,Urbana
19,Masculino,1,7.7,61.8%,Não,Falta de Interesse,1356,Urbana
18,Feminino,3,7.1,88.8%,Sim,0,3515,Rural
15,Masculino,1,8.5,53.2%,Sim,Problemas Financeiros,1813,Rural
18,Feminino,1,7.5,90.7%,Sim,0,4027,Rural
15,Feminino,1,7.0,77.3%,Não,Falta de Interesse,4553,Rural
19,Masculino,1,7.7,77.8%,Sim,Problemas Financeiros,1743,Rural
14,Masculino,3,9.4,92.0%,Sim,0,1844,Rural
16,Masculino,1,6.6,96.9%,Não,0,4490,Urbana
15,Masculino,2,5.9,54.5%,Sim,0,4152,Urbana
15,Feminino,1,9.6,85.7%,Sim,Falta de Interesse,2659,Rural
18,Masculino,3,6.9,60.1%,Sim,0,1238,Rural
18,Masculino,1,6.3,57.9%,Não,0,2949,Urbana
19,Masculino,3,5.0,93.5%,Não,0,2399,Urbana
18,Masculino,3,7.3,70.6%,Não,Problemas de Saúde,2593,Urbana
19,Feminino,1,8.9,56.8%,Não,Problemas de Saúde,1662,Rural
19,Masculino,3,7.9,83.9%,Sim,0,2137,Urbana
14,Masculino,2,8.7,72.2%,Sim,Problemas de Saúde,3117,Urbana
19,Feminino,3,8.4,82.6%,Não,0,1805,Rural
16,Masculino,1,8.8,59.5%,Não,0,3149,Urbana
15,Feminino,3,7.4,99.5%,Sim,Falta de Apoio Familiar,3507,Urbana
19,Feminino,1,7.0,61.9%,Sim,Falta de Interesse,3881,Rural
19,Masculino,1,6.0,64.7%,Não,Problemas Financeiros,910,Rural
15,Masculino,3,6.7,93.5%,Sim,0,3623,Rural
15,Masculino,2,9.4,90.5%,Sim,Problemas Financeiros,3351,Urbana
16,Masculino,2,6.2,78.6%,Sim,0,1928,Rural
17,Feminino,2,8.8,66.7%,Não,0,3146,Urbana
15,Masculino,2,7.6,73.6%,Não,Outros,1641,Rural
16,Feminino,2,7.5,76.8%,Não,Problemas Familiares,2035,Rural
19,Feminino,1,8.2,65.3%,Não,Falta de Apoio Escolar,2406,Urbana
19,Feminino,3,8.5,63.4%,Sim,0,3885,Rural
18,Feminino,3,5.9,96.9%,Sim,0,2531,Rural
14,Feminino,1,5.6,92.7%,Sim,Outros,4718,Urbana
19,Feminino,2,7.2,72.7%,Não,0,2722,Rural
18,Feminino,3,7.2,87.0%,Não,0,3285,Urbana
18,Masculino,3,6.9,97.7%,Não,0,1895,Rural
16,Feminino,3,8.5,89.6%,Não,Problemas Financeiros,3866,Urbana
15,Feminino,1,7.5,70.6%,Sim,0,4475,Rural
16,Feminino,1,5.6,74.4%,Não,0,4320,Rural
15,Feminino,2,8.1,94.5%,Não,Outros,1721,Urbana
18,Feminino,3,7.4,54.5%,Sim,Outros,1578,Rural
17,Masculino,3,7.0,69.9%,Não,0,1560,Urbana
18,Feminino,3,5.7,71.6%,Não,0,4410,Urbana
18,Feminino,1,6.7,56.9%,Não,Problemas de Saúde,2332,Rural
14,Masculino,3,7.2,68.0%,Não,0,996,Rural
16,Masculino,1,8.2,88.1%,Não,Problemas de Saúde,3355,Urbana
19,Masculino,3,5.2,60.2%,Não,Problemas de Saúde,2847,Urbana
16,Feminino,3,5.9,85.7%,Não,Falta de Apoio Escolar,1124,Urbana
16,Masculino,3,8.9,84.7%,Não,Falta de Apoio Escolar,3792,Rural
16,Feminino,2,5.1,57.7%,Sim,Falta de Apoio Familiar,1134,Rural
15,Feminino,3,6.8,82.5%,Não,0,3669,Rural
17,Masculino,3,8.1,91.4%,Sim,Problemas de Saúde,1062,Urbana
19,Feminino,1,8.8,92.4%,Sim,Problemas Familiares,2030,Urbana
17,Masculino,3,6.1,99.9%,Não,0,4674,Rural
15,Masculino,3,9.3,92.2%,Sim,0,4461,Rural
17,Feminino,3,6.5,77.8%,Sim,0,2152,Urbana
14,Masculino,3,9.0,83.9%,Não,0,4026,Rural
15,Masculino,1,8.5,60.4%,Sim,0,3459,Rural
19,Feminino,1,9.9,61.7%,Não,Falta de Interesse,4399,Rural
17,Feminino,2,9.2,58.0%,Sim,Problemas Financeiros,2836,Rural
16,Masculino,3,7.6,87.2%,Não,0,2840,Urbana
14,Masculino,2,7.0,64.8%,Sim,0,2768,Rural
18,Feminino,1,8.9,81.8%,Não,Problemas de Saúde,1992,Urbana
19,Feminino,3,8.9,80.6%,Não,Falta de Interesse,2916,Urbana
14,Masculino,1,7.6,80.7%,Não,0,2028,Urbana
14,Masculino,1,5.8,62.3%,Não,0,885,Rural
16,Feminino,1,5.7,81.9%,Sim,0,1870,Urbana
18,Feminino,3,5.6,60.1%,Sim,0,1754,Rural
17,Feminino,3,8.6,71.7%,Não,Outros,2146,Urbana
19,Masculino,1,7.1,90.8%,Sim,0,4132,Urbana
16,Masculino,2,6.6,81.4%,Sim,Problemas Familiares,2939,Rural
15,Feminino,1,9.3,96.6%,Sim,0,4655,Rural
16,Masculino,2,7.8,83.2%,Sim,0,1549,Rural
16,Feminino,2,6.0,73.6%,Não,Problemas de Saúde,1940,Rural
17,Feminino,1,6.7,84.3%,Não,0,4870,Urbana
17,Masculino,2,8.5,83.8%,Não,0,2710,Rural
19,Feminino,1,6.4,86.8%,Sim,0,4108,Urbana
18,Feminino,1,7.8,98.1%,Não,0,1962,Urbana
14,Masculino,2,5.8,66.5%,Não,0,4687,Rural
18,Feminino,2,8.5,50.7%,Sim,0,1885,Rural
19,Feminino,1,7.8,97.9%,Não,0,2227,Rural
15,Masculino,2,8.9,90.1%,Não,Falta de Interesse,4010,Rural
17,Feminino,3,7.5,80.4%,Sim,Falta de Interesse,4655,Rural
17,Feminino,1,5.0,67.4%,Não,Outros,3090,Urbana
19,Masculino,2,7.2,73.4%,Sim,0,4770,Urbana
17,Feminino,2,5.7,85.1%,Não,0,2614,Urbana
19,Feminino,1,9.2,64.6%,Sim,Outros,3618,Urbana
14,Masculino,1,8.3,52.4%,Não,0,2669,Urbana
16,Masculino,1,5.1,66.5%,Sim,Falta de Interesse,3151,Urbana
17,Feminino,3,8.2,54.4%,Não,0,1052,Urbana
18,Masculino,2,9.0,75.4%,Sim,0,3654,Urbana
17,Masculino,2,8.9,95.0%,Não,Problemas Familiares,4544,Rural
15,Masculino,3,5.9,68.6%,Não,Problemas de Saúde,1716,Urbana
15,Feminino,3,7.5,67.9%,Não,0,3502,Rural
15,Feminino,1,7.2,62.7%,Sim,Falta de Apoio Familiar,2194,Rural
14,Feminino,1,9.7,86.0%,Não,0,4176,Rural
19,Masculino,1,8.0,91.4%,Sim,0,2591,Rural
18,Feminino,2,8.9,67.4%,Não,Falta de Apoio Familiar,1195,Rural
15,Masculino,2,7.3,57.8%,Sim,0,2007,Urbana
17,Feminino,2,5.4,92.7%,Não,Falta de Apoio Familiar,2463,Urbana
18,Masculino,3,5.8,85.4%,Não,Problemas Financeiros,4266,Rural
16,Feminino,2,5.2,70.7%,Sim,Problemas de Saúde,3285,Urbana
14,Feminino,3,6.2,59.3%,Sim,Falta de Apoio Familiar,3754,Urbana
15,Masculino,2,7.7,52.7%,Sim,0,2166,Urbana
18,Feminino,2,9.3,85.7%,Sim,Falta de Apoio Escolar,4512,Urbana
14,Masculino,3,5.1,94.6%,Não,0,3977,Rural
17,Feminino,2,7.1,61.9%,Sim,0,3816,Rural
15,Masculino,3,5.6,66.5%,Sim,0,4738,Urbana
17,Masculino,3,7.4,54.0%,Não,Falta de Apoio Escolar,2747,Rural
16,Masculino,2,6.7,75.6%,Não,Outros,3640,Urbana
17,Feminino,3,9.4,65.5%,Sim,Falta de Interesse,3261,Urbana
17,Feminino,3,8.7,73.3%,Não,0,4211,Rural
14,Masculino,2,8.4,63.3%,Sim,0,2150,Urbana
15,Masculino,2,7.5,73.4%,Não,0,1297,Urbana
16,Masculino,2,7.9,71.0%,Não,Problemas Financeiros,4947,Urbana
18,Masculino,1,8.2,57.9%,Sim,0,1207,Urbana
19,Feminino,1,6.4,63.3%,Sim,Problemas de Saúde,2095,Urbana
17,Feminino,3,8.8,85.0%,Não,Problemas Familiares,4108,Urbana
19,Masculino,2,6.7,85.8%,Não,0,2845,Rural
14,Feminino,2,9.8,93.4%,Não,0,893,Rural
16,Feminino,3,6.5,93.6%,Sim,Problemas Familiares,1401,Rural
18,Masculino,2,6.9,57.9%,Sim,0,2415,Urbana
16,Masculino,1,5.0,52.9%,Não,Falta de Apoio Familiar,4063,Urbana
19,Feminino,1,9.3,50.0%,Sim,Problemas de Saúde,1361,Urbana
14,Feminino,2,5.4,96.5%,Não,Falta de Apoio Familiar,1283,Urbana
16,Masculino,2,7.5,96.2%,Não,0,1791,Urbana
15,Feminino,1,7.6,94.8%,Sim,0,4005,Rural
17,Feminino,1,5.9,74.7%,Não,Falta de Apoio Escolar,2447,Rural
15,Feminino,2,9.1,77.4%,Sim,Problemas Financeiros,2360,Rural
19,Feminino,2,5.3,95.6%,Sim,0,1864,Rural
19,Feminino,3,5.3,52.6%,Não,0,2021,Rural
15,Masculino,3,6.9,76.3%,Sim,0,1220,Rural
15,Feminino,1,7.5,90.7%,Não,Falta de Interesse,3262,Urbana
15,Feminino,3,5.4,94.2%,Sim,0,2489,Rural
16,Masculino,1,8.7,58.1%,Sim,Problemas de Saúde,4016,Urbana
15,Masculino,2,7.4,70.1%,Não,0,4090,Rural
16,Masculino,2,9.2,65.7%,Sim,Problemas Financeiros,2373,Rural
17,Feminino,2,6.4,81.9%,Não,0,1640,Urbana
15,Masculino,1,8.5,74.2%,Não,0,2673,Urbana
16,Feminino,2,5.3,56.0%,Não,0,4885,Rural
19,Feminino,2,7.5,52.5%,Não,0,925,Rural
14,Masculino,3,6.1,96.4%,Não,Falta de Interesse,4981,Urbana
18,Masculino,2,6.5,51.4%,Não,Falta de Apoio Escolar,4524,Rural
14,Masculino,1,8.1,66.0%,Não,Problemas Familiares,4717,Urbana
17,Masculino,2,6.2,50.2%,Sim,0,3731,Urbana
18,Masculino,2,8.6,91.8%,Não,0,3159,Urbana
15,Masculino,3,5.2,73.3%,Sim,Problemas Financeiros,3109,Urbana
18,Masculino,3,9.8,84.4%,Sim,0,1073,Rural
15,Masculino,3,8.2,69.1%,Não,Problemas Familiares,4408,Rural
17,Masculino,2,7.0,64.8%,Não,0,1655,Rural
15,Feminino,3,6.1,55.7%,Não,0,2654,Rural
14,Masculino,3,5.4,97.5%,Sim,0,3583,Urbana
14,Feminino,1,7.0,98.2%,Não,0,4000,Urbana
15,Feminino,2,8.8,92.4%,Sim,Outros,1377,Rural
17,Feminino,3,9.0,79.9%,Sim,0,4633,Urbana
19,Masculino,3,7.4,53.9%,Sim,0,3028,Urbana
15,Feminino,3,9.1,90.5%,Sim,Falta de Apoio Familiar,3915,Urbana
18,Feminino,2,8.1,98.1%,Sim,0,3422,Urbana
18,Feminino,2,9.9,65.7%,Sim,Falta de Interesse,1669,Urbana
18,Feminino,2,8.6,98.3%,Sim,0,4034,Rural
16,Feminino,2,6.2,85.9%,Sim,0,2517,Rural
17,Masculino,2,5.2,70.3%,Não,0,2587,Rural
19,Feminino,3,8.5,88.4%,Sim,Falta de Apoio Escolar,4577,Urbana
19,Masculino,3,8.8,70.2%,Sim,0,1399,Rural
15,Masculino,3,8.2,51.0%,Não,0,1266,Rural
14,Masculino,1,9.3,90.7%,Sim,Problemas Financeiros,1343,Rural
19,Feminino,2,9.1,69.3%,Sim,Falta de Apoio Escolar,2368,Urbana
18,Masculino,1,8.9,98.1%,Sim,0,2077,Rural
19,Feminino,1,7.6,89.5%,Sim,0,4698,Urbana
15,Feminino,3,9.8,86.7%,Não,0,1278,Urbana
15,Feminino,3,5.7,51.6%,Não,0,1677,Urbana
18,Masculino,2,5.9,81.5%,Não,Problemas de Saúde,3522,Rural
19,Feminino,1,5.9,71.5%,Sim,Falta de Interesse,4349,Rural
15,Masculino,1,6.5,90.4%,Não,0,3709,Urbana
19,Masculino,3,6.0,71.6%,Sim,0,1309,Urbana
16,Feminino,3,8.6,99.1%,Sim,Outros,2617,Urbana
17,Masculino,1,8.4,99.5%,Não,0,2986,Urbana
19,Masculino,1,8.8,56.3%,Sim,Falta de Interesse,2722,Urbana
16,Feminino,3,7.3,82.4%,Não,0,3592,Rural
14,Feminino,1,5.9,67.1%,Sim,Falta de Apoio Escolar,1008,Rural
16,Masculino,2,5.1,60.8%,Sim,Falta de Apoio Escolar,4101,Rural
17,Feminino,1,7.1,91.3%,Não,Falta de Apoio Familiar,1774,Rural
19,Masculino,1,5.8,85.1%,Sim,Falta de Apoio Familiar,4295,Rural
15,Feminino,2,9.2,77.6%,Não,Outros,2617,Urbana
19,Feminino,1,8.7,64.7%,Sim,Falta de Apoio Familiar,2742,Rural
15,Feminino,2,7.0,67.4%,Não,0,4193,Urbana
16,Masculino,2,8.1,50.6%,Sim,0,3457,Urbana
16,Masculino,2,9.9,61.2%,Não,Problemas Familiares,1293,Rural
17,Masculino,2,8.7,79.7%,Não,Falta de Interesse,3625,Rural
16,Feminino,3,6.3,64.6%,Sim,0,2577,Urbana
18,Masculino,2,9.1,54.1%,Não,0,955,Rural
18,Masculino,2,9.8,70.3%,Sim,Problemas Financeiros,1382,Rural
18,Feminino,2,8.2,96.5%,Sim,0,3483,Urbana
17,Masculino,2,8.5,66.0%,Não,0,1489,Rural
15,Masculino,2,6.8,57.4%,Não,0,2803,Urbana
17,Masculino,1,9.9,99.5%,Sim,0,4111,Rural
16,Feminino,3,7.2,62.9%,Sim,Problemas de Saúde,2911,Urbana
14,Masculino,3,5.7,96.8%,Não,Falta de Interesse,3700,Rural
18,Masculino,1,8.0,68.4%,Não,Falta de Apoio Familiar,4114,Rural
