Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização,Evasao
15,Masculino,1,8.8,75%,Sim,0,1259,Rural,1
18,Masculino,1,7.5,85%,Não,0,1915,Urbana,0
17,Feminino,3,7.0,70%,Sim,0,1791,Rural,0
16,Feminino,3,4.1,60%,Não,Problemas Familiares,1293,Rural,1
17,Masculino,2,5.6,70%,Não,0,2922,Urbana,0
16,Masculino,2,7.6,90%,Sim,Outros,2144,Urbana,1
18,Masculino,1,5.6,75%,Não,Problemas de Saúde,831,Rural,1
15,Masculino,3,6.1,50%,Sim,0,1710,Rural,1
18,Feminino,2,4.6,85%,Não,Falta de Apoio Familiar,2256,Urbana,1
16,Feminino,3,8.8,90%,Sim,0,2910,Rural,0
17,Feminino,3,7.4,60%,Sim,Falta de Apoio Familiar,2296,Urbana,1
15,Feminino,1,7.0,85%,Não,Problemas Financeiros,1085,Urbana,1
15,Feminino,3,4.9,90%,Não,Falta de Apoio Escolar,1706,Rural,1
15,Feminino,3,9.7,95%,Sim,Falta de Apoio Familiar,2931,Urbana,1
15,Feminino,3,6.0,85%,Não,Problemas Financeiros,1782,Urbana,1
16,Masculino,1,7.3,95%,Não,Problemas de Saúde,1685,Urbana,1
16,Feminino,2,4.3,80%,Sim,Falta de Apoio Escolar,1659,Urbana,1
18,Masculino,3,8.8,50%,Não,0,2778,Rural,0
18,Feminino,1,4.4,60%,Não,Problemas Financeiros,2263,Urbana,1
17,Masculino,3,6.8,85%,Sim,0,1499,Urbana,0
16,Feminino,1,8.6,75%,Não,0,2966,Rural,0
15,Feminino,3,8.2,85%,Sim,Falta de Apoio Escolar,2061,Urbana,1
18,Masculino,2,5.2,75%,Não,Falta de Apoio Familiar,1707,Urbana,1
16,Feminino,2,8.6,60%,Não,0,617,Urbana,1
18,Masculino,1,6.9,80%,Não,Outros,1094,Rural,1
18,Feminino,1,9.6,90%,Não,Falta de Apoio Familiar,2772,Urbana,1
16,Feminino,2,6.1,70%,Não,Problemas Financeiros,846,Rural,1
17,Masculino,3,8.0,60%,Sim,Falta de Apoio Familiar,589,Rural,1
18,Feminino,1,4.5,70%,Não,Falta de Apoio Familiar,2741,Rural,1
16,Feminino,1,4.6,70%,Não,0,1306,Urbana,0
15,Masculino,3,9.9,70%,Sim,0,2093,Urbana,0
15,Masculino,2,9.9,95%,Não,0,567,Urbana,1
15,Masculino,3,4.7,50%,Sim,Falta de Apoio Familiar,567,Rural,1
15,Feminino,3,8.0,60%,Não,Problemas Financeiros,734,Urbana,1
16,Feminino,1,8.9,50%,Não,Outros,2243,Rural,1
16,Feminino,2,6.6,85%,Sim,0,910,Urbana,1
15,Masculino,2,7.1,95%,Sim,0,1375,Urbana,0
18,Feminino,3,5.6,85%,Sim,Problemas Financeiros,1100,Urbana,1
18,Masculino,2,8.8,85%,Sim,0,2484,Rural,0
18,Masculino,3,8.0,70%,Não,0,821,Urbana,1
18,Feminino,3,8.0,60%,Sim,Problemas Financeiros,2424,Rural,1
15,Feminino,3,7.8,70%,Sim,Problemas Financeiros,722,Urbana,1
16,Feminino,2,9.8,90%,Não,0,892,Rural,0
18,Masculino,1,10.0,95%,Sim,Outros,1230,Urbana,1
15,Feminino,1,10.0,70%,Não,Problemas de Saúde,2250,Rural,1
18,Masculino,3,7.8,60%,Sim,Outros,1367,Urbana,1
15,Masculino,1,8.6,60%,Sim,0,1850,Rural,1
16,Feminino,3,9.3,60%,Sim,0,2982,Urbana,1
18,Masculino,2,7.2,50%,Não,Falta de Interesse,2215,Rural,1
17,Feminino,2,8.4,95%,Não,0,2594,Rural,1
15,Feminino,3,8.4,90%,Não,0,635,Urbana,0
16,Masculino,3,4.0,80%,Sim,Problemas Financeiros,1379,Urbana,1
15,Masculino,1,9.1,90%,Não,Problemas Financeiros,1006,Urbana,1
16,Masculino,3,8.3,70%,Sim,0,776,Rural,1
18,Feminino,2,6.5,50%,Sim,0,2515,Rural,0
16,Masculino,1,6.3,80%,Sim,Problemas de Saúde,2419,Rural,1
15,Feminino,1,8.9,85%,Sim,0,1570,Rural,0
18,Feminino,2,8.7,95%,Sim,Problemas de Saúde,2650,Urbana,1
15,Feminino,3,4.8,90%,Sim,0,864,Urbana,0
18,Masculino,3,9.8,95%,Sim,0,2395,Rural,1
17,Masculino,1,8.6,75%,Sim,0,2125,Rural,1
18,Feminino,3,8.3,90%,Não,Falta de Apoio Escolar,1996,Rural,1
18,Feminino,3,8.5,70%,Não,Problemas de Saúde,1001,Urbana,1
17,Masculino,2,6.8,90%,Sim,0,1897,Rural,0
16,Masculino,1,6.3,75%,Não,0,1407,Urbana,0
16,Feminino,1,4.9,85%,Não,0,2585,Rural,1
17,Feminino,2,8.1,75%,Não,Falta de Apoio Familiar,1602,Rural,1
18,Feminino,2,5.2,90%,Não,0,1430,Urbana,1
15,Masculino,3,9.2,85%,Sim,0,1092,Rural,1
17,Masculino,3,8.2,95%,Não,0,2663,Rural,1
17,Feminino,1,6.6,70%,Sim,Falta de Apoio Escolar,1355,Urbana,1
16,Masculino,3,5.9,50%,Não,0,2488,Urbana,0
16,Feminino,2,7.8,85%,Não,0,2155,Rural,1
18,Masculino,1,4.2,95%,Sim,Problemas Financeiros,887,Rural,1
18,Feminino,2,6.3,95%,Sim,0,1492,Urbana,0
15,Feminino,3,9.9,85%,Sim,0,514,Rural,1
15,Feminino,3,7.5,80%,Sim,Falta de Interesse,1542,Urbana,1
16,Masculino,1,5.1,50%,Não,0,1533,Urbana,0
16,Masculino,1,8.4,95%,Não,0,894,Rural,1
15,Masculino,3,10.0,75%,Não,Problemas Familiares,1319,Urbana,1
16,Masculino,3,8.1,60%,Não,Problemas Financeiros,2094,Rural,1
17,Masculino,1,4.1,50%,Não,Falta de Apoio Escolar,2196,Urbana,1
18,Feminino,3,4.3,60%,Sim,0,2458,Urbana,1
17,Feminino,1,6.6,85%,Não,Outros,1345,Rural,1
15,Masculino,2,9.3,80%,Sim,0,1127,Rural,0
17,Masculino,2,4.4,70%,Não,0,1478,Rural,0
18,Feminino,2,8.2,70%,Não,Falta de Interesse,1345,Rural,1
15,Masculino,3,6.8,50%,Não,Falta de Interesse,1588,Rural,1
15,Feminino,1,7.5,50%,Sim,0,608,Rural,1
16,Feminino,3,7.0,50%,Sim,0,2625,Rural,0
18,Masculino,1,5.9,85%,Sim,0,897,Urbana,1
15,Feminino,3,5.8,95%,Sim,Problemas Financeiros,2212,Urbana,1
17,Masculino,3,8.0,50%,Não,Problemas Familiares,1657,Urbana,1
15,Feminino,2,4.3,50%,Não,0,2314,Rural,0
15,Feminino,1,9.9,90%,Não,Falta de Apoio Familiar,1764,Urbana,1
18,Feminino,3,4.0,85%,Não,0,2110,Urbana,1
17,Feminino,2,8.6,60%,Não,Falta de Apoio Familiar,2714,Rural,1
16,Masculino,3,6.7,80%,Não,0,810,Rural,1
16,Feminino,2,4.7,80%,Sim,Outros,919,Rural,1
16,Masculino,3,4.7,75%,Não,0,1840,Rural,1
16,Feminino,2,6.2,90%,Sim,0,763,Rural,1
15,Feminino,2,4.2,80%,Sim,Problemas Financeiros,2846,Urbana,1
16,Masculino,2,6.5,60%,Sim,Problemas Familiares,1876,Urbana,1
16,Feminino,2,4.8,70%,Sim,Falta de Apoio Escolar,1513,Urbana,1
18,Masculino,3,8.1,95%,Não,0,2776,Urbana,0
18,Feminino,1,8.4,85%,Não,0,2596,Urbana,0
17,Masculino,2,7.5,80%,Não,Problemas Familiares,2477,Rural,1
16,Feminino,1,4.2,60%,Não,0,2234,Rural,0
16,Feminino,1,8.4,90%,Sim,Problemas Familiares,1124,Urbana,1
17,Feminino,1,8.3,95%,Sim,0,1682,Rural,1
16,Masculino,2,6.0,60%,Sim,0,2049,Urbana,1
16,Feminino,3,9.7,85%,Não,Outros,2172,Urbana,1
18,Masculino,2,7.9,75%,Sim,0,791,Rural,0
16,Feminino,1,8.4,90%,Não,Falta de Apoio Familiar,1271,Rural,1
16,Feminino,1,5.8,75%,Sim,0,2512,Urbana,1
17,Masculino,2,9.3,95%,Não,0,2337,Rural,0
16,Masculino,2,4.5,80%,Não,0,2784,Rural,1
16,Feminino,2,9.4,95%,Sim,Falta de Interesse,900,Urbana,1
16,Masculino,2,4.9,80%,Não,0,2552,Urbana,1
15,Masculino,1,9.5,85%,Sim,0,581,Urbana,0
18,Masculino,2,8.3,95%,Não,0,574,Rural,1
17,Feminino,3,9.2,95%,Sim,0,2530,Urbana,1
17,Masculino,3,9.7,95%,Não,Outros,2676,Urbana,1
16,Masculino,2,9.2,70%,Sim,Problemas de Saúde,832,Rural,1
16,Masculino,1,8.5,50%,Sim,0,1374,Rural,0
17,Feminino,3,7.1,60%,Sim,Problemas Financeiros,2304,Urbana,1
18,Feminino,1,4.9,90%,Não,Problemas de Saúde,2386,Urbana,1
15,Masculino,1,8.8,75%,Não,Problemas de Saúde,1752,Urbana,1
15,Feminino,3,6.3,70%,Sim,0,2778,Urbana,0
16,Masculino,3,5.5,60%,Sim,0,1307,Rural,0
18,Feminino,2,9.0,70%,Sim,0,2228,Rural,1
17,Feminino,1,8.9,60%,Sim,Problemas Financeiros,995,Urbana,1
15,Masculino,2,5.6,95%,Sim,0,1546,Urbana,0
17,Feminino,3,5.9,85%,Sim,0,2947,Urbana,1
17,Feminino,2,9.0,90%,Sim,Problemas Financeiros,525,Rural,1
16,Masculino,3,9.5,95%,Sim,0,1618,Urbana,1
16,Masculino,1,8.2,50%,Não,0,650,Urbana,1
16,Masculino,3,7.1,95%,Não,Problemas de Saúde,1517,Urbana,1
15,Masculino,2,9.7,85%,Sim,Problemas de Saúde,575,Rural,1
18,Feminino,1,8.0,90%,Sim,Problemas Familiares,2413,Urbana,1
17,Masculino,3,5.1,85%,Não,Problemas de Saúde,1537,Rural,1
18,Feminino,3,6.7,50%,Não,0,1869,Rural,0
15,Feminino,1,5.4,80%,Sim,0,1928,Urbana,0
18,Masculino,2,9.5,90%,Não,Problemas Familiares,1710,Urbana,1
16,Feminino,1,9.6,75%,Sim,0,688,Rural,0
17,Masculino,2,7.3,85%,Sim,0,1863,Rural,0
15,Feminino,1,6.9,60%,Não,Problemas Financeiros,693,Rural,1
15,Masculino,2,4.1,80%,Não,Problemas de Saúde,1661,Urbana,1
18,Masculino,3,8.8,60%,Sim,Problemas de Saúde,2661,Rural,1
17,Masculino,1,9.7,60%,Sim,Problemas de Saúde,1657,Rural,1
17,Masculino,3,7.1,50%,Não,Problemas de Saúde,1724,Rural,1
16,Masculino,3,7.3,75%,Sim,0,2310,Urbana,0
17,Feminino,1,6.5,60%,Sim,Falta de Apoio Escolar,970,Urbana,1
18,Masculino,1,7.4,95%,Sim,0,2364,Urbana,0
18,Masculino,1,6.3,70%,Sim,0,1428,Urbana,0
15,Masculino,1,4.4,85%,Sim,0,2868,Rural,0
16,Feminino,2,6.1,85%,Sim,0,705,Urbana,0
18,Feminino,2,5.2,60%,Não,0,735,Urbana,0
16,Feminino,1,8.7,95%,Não,0,1491,Rural,0
15,Feminino,1,8.3,90%,Não,Falta de Apoio Familiar,1946,Urbana,1
15,Feminino,1,8.2,60%,Sim,0,2691,Rural,0
16,Feminino,3,4.2,95%,Não,0,2226,Urbana,0
18,Feminino,1,5.6,60%,Sim,0,1270,Rural,0
18,Feminino,3,8.2,50%,Sim,Problemas de Saúde,2759,Rural,1
17,Feminino,3,9.3,60%,Sim,Problemas de Saúde,1663,Rural,1
17,Feminino,3,9.7,60%,Sim,Outros,1540,Urbana,1
15,Feminino,1,4.8,70%,Não,0,888,Rural,0
16,Masculino,1,5.4,95%,Sim,0,1825,Urbana,0
17,Feminino,3,9.0,90%,Não,Problemas de Saúde,2843,Rural,1
17,Masculino,3,5.6,80%,Sim,Problemas Financeiros,1208,Urbana,1
15,Masculino,1,4.9,75%,Sim,Problemas Familiares,1232,Rural,1
17,Feminino,2,9.3,80%,Não,Outros,554,Urbana,1
18,Feminino,3,9.2,90%,Sim,0,1623,Rural,1
15,Masculino,3,9.0,80%,Sim,0,934,Urbana,0
15,Masculino,2,7.3,95%,Sim,Problemas Financeiros,2305,Rural,1
18,Masculino,1,5.3,90%,Sim,0,2042,Urbana,1
16,Feminino,2,5.9,70%,Não,Problemas de Saúde,2439,Urbana,1
15,Feminino,1,4.3,80%,Sim,Problemas Financeiros,1225,Rural,1
15,Feminino,2,5.6,95%,Sim,0,2460,Urbana,0
16,Feminino,3,8.1,75%,Sim,Outros,797,Urbana,1
15,Masculino,3,6.7,90%,Não,Problemas Familiares,2581,Urbana,1
17,Masculino,2,7.5,75%,Não,0,810,Rural,0
18,Masculino,1,6.5,94.9%,Sim,Problemas Familiares,963,Urbana,1
18,Masculino,3,8.3,62.8%,Sim,Problemas de Saúde,2124,Rural,1
15,Feminino,3,7.8,72.6%,Não,Problemas de Saúde,1413,Urbana,1
18,Masculino,2,9.9,95.0%,Sim,Outros,4566,Urbana,1
16,Feminino,1,9.9,58.1%,Não,Outros,4630,Urbana,1
16,Masculino,1,9.3,84.9%,Sim,Falta de Interesse,2731,Urbana,1
18,Feminino,1,7.1,73.8%,Sim,Problemas de Saúde,2183,Urbana,1
15,Feminino,3,9.3,92.9%,Não,Outros,1515,Rural,1
17,Masculino,3,5.2,63.8%,Não,Outros,4265,Rural,1
18,Feminino,3,6.4,87.1%,Sim,Outros,2184,Urbana,1
16,Masculino,3,8.5,86.9%,Sim,Problemas Financeiros,4569,Rural,1
15,Feminino,1,9.8,91.5%,Não,Falta de Apoio Familiar,2725,Urbana,1
16,Masculino,1,5.7,99.0%,Não,Falta de Apoio Escolar,3048,Urbana,1
17,Feminino,2,8.0,74.8%,Não,Problemas Familiares,4772,Urbana,1
17,Masculino,3,5.1,64.3%,Sim,Falta de Apoio Familiar,1091,Rural,1
16,Masculino,3,5.5,73.2%,Sim,Problemas Familiares,2770,Rural,1
16,Feminino,2,8.8,77.8%,Sim,Falta de Apoio Escolar,4630,Rural,1
17,Feminino,2,7.7,97.5%,Não,Outros,2835,Urbana,1
15,Feminino,2,7.3,52.0%,Sim,Outros,3721,Urbana,1
16,Feminino,2,8.9,58.0%,Sim,0,2512,Urbana,0
18,Masculino,1,9.5,94.7%,Sim,Falta de Apoio Familiar,1154,Urbana,1
16,Feminino,1,9.8,71.6%,Não,0,1871,Urbana,0
18,Feminino,2,9.3,71.3%,Sim,0,1996,Rural,0
17,Masculino,3,5.2,63.7%,Sim,Problemas Familiares,2497,Rural,1
15,Masculino,1,5.9,67.4%,Não,Outros,3225,Urbana,1
18,Masculino,2,9.4,80.3%,Sim,Problemas de Saúde,3952,Rural,1
15,Masculino,3,6.0,78.6%,Não,Falta de Apoio Escolar,2119,Urbana,1
16,Feminino,2,7.6,79.4%,Não,Problemas Financeiros,2665,Rural,1
18,Feminino,3,6.9,66.1%,Não,Falta de Apoio Escolar,3230,Urbana,1
16,Feminino,3,5.6,94.1%,Não,Problemas de Saúde,4890,Urbana,1
18,Feminino,1,6.4,72.9%,Sim,Falta de Interesse,4895,Rural,1
15,Masculino,1,5.6,63.0%,Sim,Problemas de Saúde,4043,Urbana,1
18,Feminino,2,6.6,94.5%,Não,Problemas Familiares,3258,Rural,1
18,Feminino,3,5.6,67.6%,Não,Falta de Apoio Familiar,660,Urbana,1
18,Masculino,2,5.8,58.7%,Sim,Problemas Financeiros,3731,Rural,1
16,Masculino,3,9.7,83.5%,Sim,Problemas Familiares,4341,Rural,1
15,Masculino,1,9.6,79.7%,Sim,Problemas Financeiros,1153,Urbana,1
18,Masculino,2,5.3,74.3%,Não,Falta de Interesse,2426,Urbana,1
15,Masculino,3,6.9,70.7%,Sim,Problemas Familiares,4966,Rural,1
16,Masculino,3,9.4,62.6%,Não,Falta de Apoio Familiar,659,Rural,1
17,Masculino,2,9.1,92.0%,Não,Problemas Financeiros,2346,Urbana,1
17,Feminino,3,6.3,68.3%,Sim,Falta de Apoio Escolar,1961,Rural,1
16,Feminino,2,8.5,92.5%,Não,Falta de Apoio Familiar,4286,Rural,1
18,Masculino,1,9.7,91.4%,Sim,Falta de Interesse,1185,Urbana,1
17,Feminino,3,7.3,97.5%,Não,Outros,633,Urbana,1
16,Masculino,1,5.2,92.2%,Não,Problemas Familiares,4534,Urbana,1
15,Feminino,1,6.9,90.9%,Sim,Problemas Financeiros,1980,Rural,1
18,Masculino,2,9.4,73.3%,Não,Outros,2086,Urbana,1
16,Feminino,1,9.6,62.0%,Sim,Problemas Financeiros,3164,Urbana,1
17,Masculino,2,5.3,66.3%,Sim,Falta de Interesse,506,Rural,1
16,Masculino,2,8.2,90.0%,Sim,Problemas Financeiros,4588,Urbana,1
18,Masculino,3,9.0,71.1%,Não,Outros,2510,Urbana,1
16,Masculino,1,7.9,82.5%,Não,Falta de Apoio Escolar,4692,Rural,1
17,Feminino,1,6.8,98.2%,Não,Problemas Familiares,3830,Rural,1
17,Feminino,3,5.6,69.0%,Sim,0,3835,Rural,0
18,Masculino,2,8.5,53.3%,Sim,0,3618,Rural,0
16,Feminino,1,7.3,93.1%,Sim,Problemas Familiares,2024,Rural,1
17,Masculino,1,6.9,59.5%,Não,Falta de Apoio Familiar,4245,Rural,1
17,Masculino,3,8.1,88.4%,Sim,Falta de Apoio Familiar,3240,Urbana,1
18,Feminino,1,8.9,50.1%,Não,Problemas Financeiros,2963,Rural,1
18,Masculino,3,5.4,68.9%,Não,Outros,4635,Urbana,1
17,Masculino,1,8.2,98.7%,Sim,0,4947,Rural,0
15,Masculino,3,8.2,79.4%,Não,Problemas de Saúde,1686,Rural,1
17,Masculino,3,7.0,97.1%,Sim,0,2769,Rural,0
15,Masculino,3,5.5,54.2%,Sim,Problemas Familiares,4933,Urbana,1
16,Feminino,3,9.2,70.7%,Sim,Falta de Interesse,669,Urbana,1
16,Feminino,3,6.8,80.3%,Não,0,1353,Rural,0
15,Masculino,1,5.6,83.8%,Sim,Outros,3331,Rural,1
18,Feminino,1,7.6,73.4%,Não,Falta de Apoio Escolar,1039,Urbana,1
15,Masculino,3,7.3,63.0%,Não,Problemas Financeiros,1560,Rural,1
17,Feminino,1,9.5,56.2%,Não,Falta de Apoio Escolar,949,Rural,1
17,Feminino,2,5.9,54.5%,Não,0,3217,Rural,0
16,Masculino,2,8.6,96.1%,Sim,Outros,3792,Urbana,1
18,Masculino,3,6.1,59.3%,Sim,Problemas Familiares,1234,Urbana,1
16,Feminino,3,6.6,57.9%,Sim,Outros,3088,Rural,1
16,Masculino,2,9.6,52.5%,Não,Falta de Interesse,2207,Rural,1
15,Masculino,1,8.0,50.7%,Não,Problemas de Saúde,4949,Urbana,1
17,Feminino,2,8.4,95.9%,Sim,0,4471,Urbana,0
16,Feminino,1,9.4,63.4%,Sim,Falta de Interesse,630,Rural,1
16,Feminino,3,6.4,79.7%,Não,Falta de Apoio Familiar,4087,Rural,1
16,Feminino,3,5.2,85.1%,Sim,Falta de Interesse,1778,Rural,1
17,Masculino,3,7.0,81.4%,Sim,Outros,2364,Urbana,1
15,Masculino,1,8.4,57.8%,Não,0,680,Rural,0
17,Feminino,3,7.1,97.6%,Não,Falta de Apoio Escolar,3690,Urbana,1
15,Feminino,1,5.0,82.1%,Sim,Problemas Familiares,1738,Rural,1
18,Masculino,1,9.3,59.7%,Não,Falta de Interesse,3845,Urbana,1
17,Masculino,1,9.5,73.0%,Não,Falta de Apoio Familiar,1983,Rural,1
15,Feminino,1,6.1,67.9%,Sim,Problemas Familiares,899,Rural,1
17,Masculino,2,8.1,66.4%,Sim,0,4584,Urbana,0
17,Feminino,2,9.3,56.3%,Não,Outros,1362,Rural,1
18,Masculino,3,8.2,53.4%,Sim,Falta de Interesse,3691,Urbana,1
15,Feminino,3,8.2,77.2%,Sim,Outros,3286,Urbana,1
15,Masculino,2,5.8,98.6%,Sim,Problemas de Saúde,3098,Urbana,1
15,Masculino,3,6.9,69.5%,Sim,Problemas Familiares,2346,Rural,1
17,Masculino,1,6.3,75.7%,Não,Problemas de Saúde,3603,Rural,1
18,Masculino,1,5.3,84.5%,Não,Problemas Familiares,2459,Rural,1
15,Masculino,1,7.8,78.0%,Não,0,3042,Urbana,0
18,Masculino,1,8.7,91.0%,Sim,Falta de Interesse,3812,Rural,1
17,Masculino,3,5.9,61.7%,Sim,Falta de Interesse,1509,Urbana,1
15,Masculino,1,8.2,85.9%,Não,Falta de Apoio Escolar,4895,Urbana,1
15,Feminino,2,5.6,83.0%,Sim,Problemas de Saúde,2426,Rural,1
16,Masculino,1,7.4,84.8%,Sim,Falta de Apoio Escolar,4825,Rural,1
18,Masculino,1,8.1,58.0%,Não,Falta de Apoio Familiar,2605,Rural,1
16,Masculino,3,7.1,59.9%,Sim,Problemas de Saúde,1283,Rural,1
17,Feminino,3,6.6,95.9%,Não,Outros,4600,Rural,1
18,Masculino,1,6.1,68.2%,Não,Problemas Financeiros,4911,Rural,1
16,Feminino,1,6.0,95.4%,Sim,Falta de Interesse,2110,Urbana,1
16,Masculino,1,6.9,83.3%,Sim,Problemas de Saúde,3725,Urbana,1
16,Masculino,3,9.6,63.0%,Não,Problemas Familiares,1284,Urbana,1
15,Masculino,1,9.9,89.2%,Sim,0,3115,Urbana,0
16,Feminino,3,6.5,71.8%,Não,Falta de Apoio Familiar,3134,Urbana,1
18,Feminino,3,6.0,85.1%,Não,Falta de Interesse,1548,Urbana,1
15,Feminino,2,9.8,76.7%,Não,Problemas de Saúde,3506,Rural,1
18,Masculino,1,8.4,99.4%,Sim,0,1087,Urbana,0
18,Masculino,1,9.9,71.9%,Não,0,1997,Rural,0
17,Masculino,3,7.5,50.4%,Sim,Problemas Financeiros,4109,Rural,1
16,Feminino,1,9.4,61.4%,Sim,0,2744,Rural,0
17,Feminino,2,7.7,72.6%,Sim,0,3039,Urbana,0
15,Feminino,2,9.7,99.3%,Não,0,4475,Rural,0
17,Feminino,2,9.6,65.0%,Sim,Problemas de Saúde,2873,Rural,1
17,Masculino,2,9.3,91.0%,Sim,Problemas de Saúde,2179,Rural,1
16,Feminino,3,7.3,59.3%,Não,Problemas Familiares,3434,Urbana,1
15,Masculino,3,8.8,74.0%,Sim,Outros,684,Urbana,1
15,Feminino,2,8.0,97.6%,Não,Outros,4123,Rural,1
18,Feminino,3,6.0,83.2%,Não,0,1477,Rural,0
15,Masculino,3,9.2,69.4%,Sim,Problemas de Saúde,4084,Rural,1
17,Feminino,1,5.5,90.6%,Não,Falta de Apoio Escolar,1142,Rural,1
18,Masculino,3,5.9,83.9%,Sim,Problemas de Saúde,2467,Rural,1
17,Feminino,2,8.6,70.9%,Sim,Falta de Apoio Escolar,4258,Rural,1
16,Feminino,1,7.0,50.4%,Não,Falta de Interesse,4346,Urbana,1
16,Masculino,1,8.9,90.3%,Sim,Falta de Interesse,2425,Rural,1
15,Masculino,2,8.1,93.9%,Sim,Problemas de Saúde,4328,Urbana,1
15,Feminino,3,8.2,85.6%,Não,0,4087,Rural,0
17,Feminino,1,7.0,99.4%,Sim,Falta de Interesse,1127,Rural,1
17,Feminino,3,7.1,69.7%,Não,Falta de Interesse,3608,Rural,1
15,Masculino,3,9.9,50.2%,Sim,Problemas Familiares,3116,Rural,1
17,Feminino,1,8.5,74.1%,Não,Outros,3333,Urbana,1
18,Masculino,1,7.0,51.7%,Sim,Falta de Apoio Escolar,2348,Urbana,1
15,Feminino,3,5.8,64.2%,Não,Falta de Interesse,3518,Rural,1
15,Feminino,2,9.3,97.7%,Não,Outros,1336,Rural,1
15,Feminino,1,9.9,91.0%,Sim,Falta de Apoio Escolar,4537,Rural,1
17,Masculino,1,9.9,65.3%,Sim,Falta de Interesse,1553,Rural,1
18,Feminino,2,9.6,51.6%,Sim,Problemas Financeiros,2706,Rural,1
15,Masculino,3,8.2,77.8%,Sim,Problemas Familiares,859,Rural,1
17,Masculino,1,9.3,50.7%,Não,Problemas Financeiros,4839,Urbana,1
17,Feminino,2,9.2,67.9%,Sim,Falta de Apoio Familiar,4457,Rural,1
16,Masculino,2,6.9,89.0%,Não,0,3168,Rural,0
18,Masculino,1,9.7,90.5%,Sim,Falta de Interesse,4829,Rural,1
18,Masculino,2,8.9,88.6%,Não,Falta de Interesse,2744,Urbana,1
17,Feminino,1,5.6,75.9%,Sim,Falta de Apoio Escolar,4505,Urbana,1
15,Feminino,1,8.1,64.5%,Não,Problemas Financeiros,918,Urbana,1
18,Masculino,2,6.5,83.4%,Sim,Problemas de Saúde,511,Urbana,1
16,Feminino,1,8.9,69.8%,Sim,Problemas Familiares,1254,Rural,1
15,Feminino,1,6.7,85.4%,Sim,Outros,3025,Rural,1
16,Feminino,3,7.7,97.9%,Sim,Falta de Apoio Escolar,3522,Rural,1
18,Masculino,3,5.3,68.9%,Sim,Problemas Familiares,4917,Rural,1
17,Masculino,3,7.6,67.9%,Não,0,4773,Rural,0
16,Masculino,2,6.0,59.6%,Não,Problemas de Saúde,2275,Urbana,1
15,Masculino,3,7.3,58.3%,Sim,Falta de Interesse,1463,Rural,1
16,Feminino,1,8.7,64.7%,Não,Falta de Apoio Familiar,3743,Rural,1
17,Feminino,3,8.9,75.5%,Não,Falta de Apoio Escolar,1347,Urbana,1
18,Feminino,1,5.6,67.9%,Sim,Problemas de Saúde,1377,Rural,1
17,Masculino,1,9.0,69.7%,Sim,Outros,4076,Rural,1
15,Feminino,1,9.9,96.9%,Sim,Problemas Financeiros,3842,Urbana,1
17,Masculino,1,6.4,63.1%,Não,Falta de Apoio Familiar,2590,Urbana,1
18,Masculino,1,9.7,98.7%,Não,Falta de Interesse,4682,Urbana,1
16,Feminino,3,7.2,59.7%,Não,Falta de Apoio Familiar,4233,Rural,1
15,Masculino,3,6.3,81.5%,Sim,Falta de Apoio Escolar,4913,Urbana,1
16,Feminino,3,7.7,79.6%,Não,Problemas Financeiros,2809,Urbana,1
18,Feminino,3,8.3,86.8%,Sim,Problemas Financeiros,2819,Rural,1
17,Feminino,2,6.5,83.0%,Sim,0,3521,Rural,0
17,Feminino,1,5.7,98.2%,Sim,Problemas Financeiros,1368,Rural,1
16,Masculino,3,6.8,74.4%,Sim,Outros,2277,Urbana,1
17,Masculino,2,6.4,51.2%,Sim,Falta de Apoio Escolar,618,Urbana,1
18,Feminino,1,7.9,97.5%,Sim,Problemas Familiares,529,Urbana,1
16,Feminino,1,8.4,86.2%,Sim,Problemas de Saúde,1148,Urbana,1
16,Feminino,2,5.3,94.4%,Não,Outros,3293,Urbana,1
15,Masculino,1,5.8,80.1%,Não,Falta de Apoio Escolar,2287,Rural,1
15,Feminino,1,8.4,65.0%,Sim,Falta de Apoio Escolar,1384,Rural,1
17,Masculino,2,7.7,85.9%,Não,Problemas Familiares,683,Urbana,1
18,Masculino,3,7.6,76.4%,Não,Outros,2460,Urbana,1
16,Feminino,3,6.5,94.5%,Sim,Problemas de Saúde,3776,Rural,1
17,Masculino,3,6.8,53.6%,Não,Falta de Interesse,3857,Urbana,1
17,Feminino,2,5.5,90.4%,Sim,Falta de Apoio Familiar,3073,Rural,1
17,Masculino,3,7.4,87.1%,Sim,Falta de Apoio Familiar,4452,Urbana,1
16,Masculino,1,7.2,79.0%,Não,Problemas Familiares,3881,Rural,1
18,Masculino,3,5.8,74.2%,Sim,Falta de Interesse,3029,Rural,1
15,Feminino,3,5.4,50.9%,Sim,0,3693,Urbana,0
18,Masculino,1,7.5,73.9%,Sim,Problemas Financeiros,2922,Rural,1
16,Masculino,2,7.9,63.4%,Sim,Problemas Financeiros,3082,Rural,1
15,Masculino,1,8.7,52.0%,Sim,Falta de Interesse,3799,Rural,1
16,Masculino,1,5.3,78.6%,Não,Problemas Familiares,758,Rural,1
16,Masculino,1,6.0,63.3%,Sim,Falta de Apoio Escolar,4798,Urbana,1
